id_gene_DM,gene_DM,DM_up,DM_down,id_gene_HS,gene_HS,HS_up,HS_down,id_gene_MM,gene_MM,MM_up,MM_down,StockNumber,FlyBase Genotype,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Phenotype or literature,Previously known to affect spermatogenesis,Function,Overlapping,Previous ref to RNAi working
FBgn0038787,CG4360,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0033934,CG17385,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0033491,CG18011,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0264744,CG44002,True,False,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0035690,CG10274,True,False,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0031144,CG1529,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0039329,CG10669,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0028647,CG11902,True,True,"ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000197372,ENSG00000196268,ENSG00000196605,ENSG00000198538,ENSG00000234444,ENSG00000229676,ENSG00000182903,ENSG00000213020,ENSG00000188171,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF675,ZNF493,ZNF846,ZNF28,ZNF736,ZNF492,ZNF721,ZNF611,ZNF626,ZNF480,ZNF99,ZNF761,ZNF727","False,False,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False","True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True","ENSMUSG00000058093,ENSMUSG00000046185,ENSMUSG00000060301,ENSMUSG00000023892,ENSMUSG00000055480,ENSMUSG00000057396,ENSMUSG00000045519,ENSMUSG00000063488,ENSMUSG00000063281,ENSMUSG00000098905,ENSMUSG00000069743,ENSMUSG00000067916,ENSMUSG00000066829,ENSMUSG00000059142,ENSMUSG00000067942,ENSMUSG00000074165,ENSMUSG00000074865,ENSMUSG00000006720,ENSMUSG00000070605,ENSMUSG00000056300,ENSMUSG00000046311,ENSMUSG00000057842,ENSMUSG00000051037,ENSMUSG00000063108,ENSMUSG00000091474,ENSMUSG00000092416,ENSMUSG00000056019","Zfp729b,Zfp84,2610008E11Rik,Zfp51,Zfp458,Zfp759,Zfp560,Zkscan7,Zfp35,Zfp953,Zfp820,Zfp991,Zfp810,Zfp945,Zfp160,Zfp788,Zfp934,Zfp184,Zfp992,Zfp981,Zfp62,Zfp595,Zfp455,Zfp26,2610021A01Rik,Zfp141,Zfp709","False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False","True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True",,,,,,,,,,,,,,,
FBgn0003892,ptc,False,True,ENSG00000117425,PTCH2,False,True,"ENSMUSG00000021466,ENSMUSG00000028681","Ptch1,Ptch2","False,True","True,False",,,,,,,,,,,,,,,
FBgn0000499,dsh,True,True,ENSG00000004975,DVL2,False,True,"ENSMUSG00000020888,ENSMUSG00000029071","Dvl2,Dvl1","False,True","True,True",,,,,,,,,,,,,,,
FBgn0031458,aph-1,True,True,ENSG00000138613,APH1B,True,False,ENSMUSG00000053040,Aph1c,True,True,,,,,,,,,,,,,,,
FBgn0033845,mars,True,True,ENSG00000126787,DLGAP5,True,True,ENSMUSG00000037544,Dlgap5,True,True,33929,y[1] sc[*] v[1]; P{TRiP.HMS00878}attP2,18.0,0.0,30.0,0.0,25.0,0.0,23.0,0.0,No sperm. Spermiogenesis / individualization defect (elongating bundles are present).,No. Only oocyte spindle defects have been recroded.,microtubule-associated protein required for mitotic spindle attachment to the centrosome,"Yes, but specific RNAi",No
FBgn0034109,CG7747,True,True,ENSG00000100023,PPIL2,False,True,ENSMUSG00000022771,Ppil2,True,False,,,,,,,,,,,,,,,
FBgn0010435,emp,True,True,ENSG00000073060,SCARB1,False,True,ENSMUSG00000029426,Scarb2,False,True,,,,,,,,,,,,,,,
FBgn0035815,Snmp2,True,False,ENSG00000073060,SCARB1,False,True,ENSMUSG00000029426,Scarb2,False,True,,,,,,,,,,,,,,,
FBgn0264574,Glut1,True,False,"ENSG00000142583,ENSG00000173262","SLC2A5,SLC2A14","True,True","False,False",ENSMUSG00000003153,Slc2a3,True,True,,,,,,,,,,,,,,,
FBgn0032471,CG5122,True,True,ENSG00000095321,CRAT,True,False,ENSMUSG00000026853,Crat,True,False,v27357,w[1118]; P{GD11543}v27357,30.0,22.0,29.0,27.0,26.0,22.0,25.0,23.0,,,,,No
FBgn0037440,CRAT,True,True,ENSG00000095321,CRAT,True,False,ENSMUSG00000026853,Crat,True,False,52921,y[1] sc[*] v[1]; P{TRiP.HMC03661}attP40,27.0,13.0,43.0,25.0,14.0,9.0,91.0,57.0,OA. Individualization defect,,carnitine O-acetyltransferase activity,"Yes, but specific RNAi",No
FBgn0038486,CG5265,True,True,ENSG00000095321,CRAT,True,False,ENSMUSG00000026853,Crat,True,False,62174,y[1] sc[*] v[1]; P{TRiP.HMC05181}attP40,30.0,26.0,30.0,30.0,25.0,22.0,25.0,23.0,,,,,No
FBgn0000303,ChAT,False,True,ENSG00000095321,CRAT,True,False,ENSMUSG00000026853,Crat,True,False,,,,,,,,,,,,,,,
FBgn0022338,dnk,True,True,ENSG00000166548,TK2,False,True,ENSMUSG00000035824,Tk2,True,True,,,,,,,,,,,,,,,
FBgn0004379,Klp67A,True,True,ENSG00000186185,KIF18B,False,True,"ENSMUSG00000051378,ENSMUSG00000027115,ENSMUSG00000010021","Kif18b,Kif18a,Kif19a","True,True,True","False,False,True",,,,,,,,,,,,,,,
FBgn0002989,okr,True,True,ENSG00000085999,RAD54L,False,True,"ENSMUSG00000078773,ENSMUSG00000028702","Rad54b,Rad54l","True,False","True,True",,,,,,,,,,,,,,,
FBgn0028497,CG3530,True,True,ENSG00000139505,MTMR6,True,False,ENSMUSG00000021987,Mtmr6,True,False,38340,y[1] v[1]; P{TRiP.HMS01807}attP2,15.0,11.0,71.0,56.0,62.0,49.0,134.0,131.0,,,,,Yes
FBgn0051960,CG31960,True,True,ENSG00000143933,CALM2,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","True,True,True","False,True,False",,,,,,,,,,,,,,,
FBgn0051958,CR31958,True,True,ENSG00000143933,CALM2,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","True,True,True","False,True,False",,,,,,,,,,,,,,,
FBgn0039373,CG5024,True,True,ENSG00000143933,CALM2,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","True,True,True","False,True,False",,,,,,,,,,,,,,,
FBgn0039374,CG17770,True,True,ENSG00000143933,CALM2,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","True,True,True","False,True,False",,,,,,,,,,,,,,,
FBgn0033238,azot,True,True,ENSG00000143933,CALM2,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","True,True,True","False,True,False",,,,,,,,,,,,,,,
FBgn0050378,CG30378,True,True,ENSG00000143933,CALM2,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","True,True,True","False,True,False",,,,,,,,,,,,,,,
FBgn0011273,Acam,True,True,ENSG00000143933,CALM2,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","True,True,True","False,True,False",,,,,,,,,,,,,,,
FBgn0000253,Cam,True,True,ENSG00000143933,CALM2,True,False,"ENSMUSG00000019370,ENSMUSG00000036438,ENSMUSG00000001175","Calm3,Calm2,Calm1","True,True,True","False,True,False",34609,y[1] sc[*] v[1]; P{TRiP.HMS01318}attP2,,,,,,,,,Lethal - KK works,,,,Yes
FBgn0262871,lute,True,True,"ENSG00000064726,ENSG00000132640","BTBD1,BTBD3","True,False","False,True",ENSMUSG00000025103,Btbd1,True,False,v34986,w[1118]; P{GD11604}v34986,26.0,24.0,27.0,26.0,30.0,28.0,26.0,25.0,GD works,,,,No
FBgn0035470,Ccz1,True,True,ENSG00000122674,CCZ1,False,True,ENSMUSG00000029617,Ccz1,True,False,,,,,,,,,,,,,,,
FBgn0038811,Pus1,True,True,ENSG00000177192,PUS1,False,True,ENSMUSG00000029507,Pus1,False,True,,,,,,,,,,,,,,,
FBgn0000299,Col4a1,True,False,"ENSG00000204262,ENSG00000081052","COL5A2,COL4A4","False,False","True,True",ENSMUSG00000022483,Col2a1,True,False,,,,,,,,,,,,,,,
FBgn0003656,sws,True,True,ENSG00000130653,PNPLA7,False,True,ENSMUSG00000036833,Pnpla7,True,False,,,,,,,,,,,,,,,
FBgn0031673,CG31650,True,True,ENSG00000117906,RCN2,True,True,ENSMUSG00000032320,Rcn2,False,True,v100590,P{KK108327}VIE-260B,30.0,27.0,29.0,28.0,30.0,24.0,25.0,19.0,GD works,,,,No
FBgn0030377,CG1924,True,True,ENSG00000153132,CLGN,True,False,ENSMUSG00000002190,Clgn,True,False,v42397,w[1118]; P{GD15382}v42397,15.0,15.0,30.0,27.0,30.0,28.0,29.0,28.0,,,,,Yes
FBgn0264077,Cnx14D,True,True,ENSG00000153132,CLGN,True,False,ENSMUSG00000002190,Clgn,True,False,v102924,P{KK113360}VIE-260B,15.0,15.0,29.0,25.0,22.0,22.0,21.0,20.0,,,,,No
FBgn0015622,Cnx99A,True,True,ENSG00000153132,CLGN,True,False,ENSMUSG00000002190,Clgn,True,False,v100740,P{KK108301}VIE-260B,30.0,27.0,28.0,28.0,25.0,25.0,22.0,22.0,,,,,Yes
FBgn0266377,Pde8,True,True,ENSG00000073417,PDE8A,True,True,ENSMUSG00000025584,Pde8a,True,False,,,,,,,,,,,,,,,
FBgn0029157,ssh,True,True,ENSG00000141298,SSH2,True,False,ENSMUSG00000037926,Ssh2,True,False,,,,,,,,,,,,,,,
FBgn0039936,Gyf,True,True,ENSG00000146830,GIGYF1,False,True,ENSMUSG00000029714,Gigyf1,False,True,,,,,,,,,,,,,,,
FBgn0033015,d4,True,True,ENSG00000133884,DPF2,False,True,ENSMUSG00000021221,Dpf3,True,False,,,,,,,,,,,,,,,
FBgn0020251,sfl,True,True,ENSG00000070614,NDST1,False,True,ENSMUSG00000027977,Ndst3,True,False,,,,,,,,,,,,,,,
FBgn0003483,spn-E,True,True,ENSG00000156414,TDRD9,False,True,ENSMUSG00000054003,Tdrd9,True,False,,,,,,,,,,,,,,,
FBgn0037383,CG2023,True,True,ENSG00000113734,BNIP1,True,True,ENSMUSG00000024191,Bnip1,True,False,34693,y[1] sc[*] v[1]; P{TRiP.HMS01172}attP2,29.0,0.0,27.0,0.0,18.0,0.0,35.0,0.0,No sperm. Spermiogenesis defect (abnormal individualization),,SNAP receptor activity,"Yes, but specific RNAi",No
FBgn0010213,Sod2,True,True,ENSG00000112096,SOD2,False,True,ENSMUSG00000006818,Sod2,True,False,,,,,,,,,,,,,,,
FBgn0030620,CG5662,True,True,ENSG00000128654,MTX2,False,True,ENSMUSG00000027099,Mtx2,False,True,,,,,,,,,,,,,,,
FBgn0036920,CG8004,True,True,ENSG00000128654,MTX2,False,True,ENSMUSG00000027099,Mtx2,False,True,,,,,,,,,,,,,,,
FBgn0035402,Usp5,True,True,ENSG00000111667,USP5,False,True,ENSMUSG00000038429,Usp5,False,True,,,,,,,,,,,,,,,
FBgn0027055,CSN3,True,True,ENSG00000141030,COPS3,False,True,ENSMUSG00000019373,Cops3,True,False,,,,,,,,,,,,,,,
FBgn0022724,Taf8,True,True,ENSG00000137413,TAF8,False,True,ENSMUSG00000023980,Taf8,False,True,,,,,,,,,,,,,,,
FBgn0036734,CG7564,True,True,"ENSG00000007392,ENSG00000146963,ENSG00000146963","LUC7L,LUC7L2,LUC7L2","True,True,True","False,False,False","ENSMUSG00000029823,ENSMUSG00000024188","Luc7l2,Luc7l","False,False","True,True",,,,,,,,,,,,,,,
FBgn0028467,CG11070,True,True,ENSG00000110344,UBE4A,False,True,ENSMUSG00000059890,Ube4a,False,True,v110416,P{KK101530}VIE-260B,30.0,29.0,28.0,28.0,24.0,24.0,23.0,23.0,,,,,No
FBgn0032477,CG5287,True,True,ENSG00000172269,DPAGT1,False,True,ENSMUSG00000032123,Dpagt1,False,True,,,,,,,,,,,,,,,
FBgn0086134,Prosalpha2,True,True,ENSG00000106588,PSMA2,False,True,ENSMUSG00000015671,Psma2,False,True,,,,,,,,,,,,,,,
FBgn0032857,CG10947,True,True,ENSG00000143919,CAMKMT,False,True,ENSMUSG00000071037,Camkmt,True,True,v16117,w[1118]; P{GD7138}v16117/TM3,30.0,28.0,32.0,30.0,29.0,28.0,23.0,21.0,,,,,No
FBgn0032600,BuGZ,True,True,ENSG00000010244,ZNF207,False,True,ENSMUSG00000017421,Zfp207,False,True,,,,,,,,,,,,,,,
FBgn0029853,CG3781,True,True,ENSG00000100221,JOSD1,False,True,ENSMUSG00000038695,Josd2,True,False,,,,,,,,,,,,,,,
FBgn0030456,CG4332,True,True,ENSG00000049656,CLPTM1L,False,True,ENSMUSG00000021610,Clptm1l,True,False,,,,,,,,,,,,,,,
FBgn0003386,Shaw,True,True,"ENSG00000158445,ENSG00000131398","KCNB1,KCNC3","False,False","True,True",ENSMUSG00000035681,Kcnc2,True,False,,,,,,,,,,,,,,,
FBgn0029778,RhoGAP5A,True,True,ENSG00000128656,CHN1,False,True,"ENSMUSG00000004633,ENSMUSG00000056486","Chn2,Chn1","True,True","False,False",,,,,,,,,,,,,,,
FBgn0265194,Trpm,True,True,ENSG00000119121,TRPM6,False,True,"ENSMUSG00000024727,ENSMUSG00000030523","Trpm6,Trpm1","True,True","False,True",,,,,,,,,,,,,,,
