id_eggnog,id_string_HS,id_string_MM,id_string_DM,annotation,id_gene_HS,id_gene_MM,id_gene_DM,gene_HS,gene_MM,gene_DM
3BB21,"9606.ENSP00000320147,9606.ENSP00000404658","10090.ENSMUSP00000080419,10090.ENSMUSP00000102906",7227.FBpp0306192,response to tetrachloromethane,"ENSG00000106462,ENSG00000108799","ENSMUSG00000029687,ENSMUSG00000006920",FBgn0000629,"EZH2,EZH1","Ezh2,Ezh1",E(z)
3BB25,9606.ENSP00000260247,10090.ENSMUSP00000067616,7227.FBpp0074607,Defective in cullin neddylation 1 domain containing,ENSG00000137692,ENSMUSG00000051674,FBgn0036967,DCUN1D5,Dcun1d4,SCCRO4
3BB2H,9606.ENSP00000379721,10090.ENSMUSP00000106046,7227.FBpp0083419,Belongs to the peptidase C19 family,ENSG00000138592,ENSMUSG00000027363,FBgn0038862,USP8,Usp8,Usp8
3BB2J,9606.ENSP00000319052,10090.ENSMUSP00000100020,7227.FBpp0080611,heterotrimeric G-protein binding,ENSG00000177143,ENSMUSG00000045031,FBgn0051802,CETN1,Cetn4,CG31802
3BB33,"9606.ENSP00000259351,9606.ENSP00000356607","10090.ENSMUSP00000088563,10090.ENSMUSP00000130581",7227.FBpp0086177,regulation of Ral protein signal transduction,"ENSG00000136828,ENSG00000116191","ENSMUSG00000038831,ENSMUSG00000026594",FBgn0034158,"RALGPS1,RALGPS2","Ralgps1,Ralgps2",CG5522
3BB3B,9606.ENSP00000403925,10090.ENSMUSP00000067882,7227.FBpp0304278,developmental process involved in reproduction,ENSG00000154114,ENSMUSG00000037287,FBgn0265512,TBCEL,Tbcel,mlt
3BB3P,9606.ENSP00000301764,10090.ENSMUSP00000025649,7227.FBpp0082177,positive regulation by virus of viral protein levels in host cell,ENSG00000167986,ENSMUSG00000024740,FBgn0260962,DDB1,Ddb1,pic
3BB45,9606.ENSP00000229266,10090.ENSMUSP00000065743,7227.FBpp0086818,diacylglycerol cholinephosphotransferase activity,ENSG00000111666,ENSMUSG00000040774,FBgn0033844,CHPT1,Cept1,bbc
3BB49,"9606.ENSP00000216259,9606.ENSP00000268261","10090.ENSMUSP00000023112,10090.ENSMUSP00000023396",7227.FBpp0075693,phosphomannomutase activity,"ENSG00000100417,ENSG00000140650","ENSMUSG00000022474,ENSMUSG00000022711",FBgn0036300,"PMM1,PMM2","Pmm1,Pmm2",Pmm2
3BB4Q,9606.ENSP00000478645,"10090.ENSMUSP00000027172,10090.ENSMUSP00000040062",7227.FBpp0077950,Islet cell autoantigen,ENSG00000163596,"ENSMUSG00000026018,ENSMUSG00000062995",FBgn0037050,ICA1L,"Ica1l,Ica1",ICA69
3BB5H,9606.ENSP00000328835,10090.ENSMUSP00000105094,7227.FBpp0073822,DNA topoisomerase type I activity,ENSG00000184428,ENSMUSG00000070544,FBgn0004924,TOP1MT,Top1,Top1
3BB5J,9606.ENSP00000453854,10090.ENSMUSP00000055772,7227.FBpp0076430,Selenocysteine insertion sequence-binding protein,ENSG00000138593,ENSMUSG00000035093,FBgn0087039,SECISBP2L,Secisbp2l,Sbp2
3BB68,9606.ENSP00000355605,10090.ENSMUSP00000095915,7227.FBpp0084351,exocyst assembly,ENSG00000116903,ENSMUSG00000074030,FBgn0266668,EXOC8,Exoc8,Exo84
3BB6A,9606.ENSP00000363642,10090.ENSMUSP00000032237,7227.FBpp0075034,U3 snoRNA binding,ENSG00000165733,ENSMUSG00000030138,FBgn0036686,BMS1,Bms1,CG7728
3BB6V,9606.ENSP00000221480,10090.ENSMUSP00000004686,7227.FBpp0300234,peroxisome fission,ENSG00000104883,ENSMUSG00000069633,FBgn0039068,PEX11G,Pex11g,CG13827
3BB7E,9606.ENSP00000426191,10090.ENSMUSP00000022136,7227.FBpp0082433,Cell cycle checkpoint protein,ENSG00000152942,ENSMUSG00000021635,FBgn0025808,RAD17,Rad17,Rad17
3BB7I,9606.ENSP00000450864,10090.ENSMUSP00000020755,7227.FBpp0082285,positive regulation of gluconeogenesis,ENSG00000100796,ENSMUSG00000020463,FBgn0024555,PPP4R3A,Ppp4r3b,flfl
3BB7K,9606.ENSP00000366395,10090.ENSMUSP00000114843,7227.FBpp0303146,E3 ubiquitin-protein ligase synoviolin,ENSG00000162298,ENSMUSG00000024807,FBgn0039875,SYVN1,Syvn1,sip3
3BB82,9606.ENSP00000269967,10090.ENSMUSP00000002683,7227.FBpp0079232,Coiled-coil domain containing protein (DUF2052),ENSG00000142039,ENSMUSG00000002608,FBgn0032017,CCDC97,Ccdc97,CG7810
3BB8C,9606.ENSP00000222644,10090.ENSMUSP00000125880,"7227.FBpp0088886,7227.FBpp0290542",Belongs to the MAGUK family,ENSG00000105926,ENSMUSG00000038388,"FBgn0250785,FBgn0013759",MPP6,Mpp6,"vari,CASK"
3BB8K,9606.ENSP00000377801,10090.ENSMUSP00000048043,7227.FBpp0083546,chromatin organization,ENSG00000166965,ENSMUSG00000038930,FBgn0038917,RCCD1,Rccd1,CG6678
3BB94,9606.ENSP00000313885,10090.ENSMUSP00000091440,7227.FBpp0077122,,ENSG00000177728,ENSMUSG00000020747,FBgn0022153,TMEM94,Tmem94,l(2)k05819
3BB95,9606.ENSP00000273064,10090.ENSMUSP00000084466,"7227.FBpp0074512,7227.FBpp0085232",positive regulation of nuclear receptor transcription coactivator activity,ENSG00000144580,ENSMUSG00000026174,"FBgn0031047,FBgn0039887",CNOT9,Cnot9,"Rcd-1,CG2053"
3BB9C,9606.ENSP00000478754,10090.ENSMUSP00000128421,7227.FBpp0079565,Belongs to the DEAD box helicase family,ENSG00000110367,ENSMUSG00000032097,FBgn0004419,DDX6,Ddx6,me31B
3BB9Q,9606.ENSP00000323580,10090.ENSMUSP00000113768,7227.FBpp0085279,non-motile cilium assembly,ENSG00000032742,ENSMUSG00000040040,FBgn0016919,IFT88,Ift88,nompB
3BB9Y,9606.ENSP00000355428,10090.ENSMUSP00000112077,7227.FBpp0294031,negative regulation of protein tyrosine kinase activity,ENSG00000175137,ENSMUSG00000013646,FBgn0030581,SH3BP5L,Sh3bp5l,CG14408
3BBA0,"9606.ENSP00000233055,9606.ENSP00000298125",10090.ENSMUSP00000014691,7227.FBpp0293060,positive regulation of toll-like receptor 4 signaling pathway,"ENSG00000085449,ENSG00000139668",ENSMUSG00000014547,FBgn0032246,"WDFY1,WDFY2",Wdfy2,Wdfy2
3BBAZ,"9606.ENSP00000283426,9606.ENSP00000353646",10090.ENSMUSP00000014927,"7227.FBpp0086135,7227.FBpp0088791,7227.FBpp0271844","Pleckstrin homology domain containing, family G (with RhoGef domain) member","ENSG00000153404,ENSG00000196155",ENSMUSG00000014782,"FBgn0034194,FBgn0035802,FBgn0050456","PLEKHG4B,PLEKHG4",Plekhg4,"CG15611,Pura,CG30456"
3BBB4,9606.ENSP00000376443,"10090.ENSMUSP00000030010,10090.ENSMUSP00000045285,10090.ENSMUSP00000047927","7227.FBpp0074959,7227.FBpp0083233,7227.FBpp0110124,7227.FBpp0110241,7227.FBpp0290160,7227.FBpp0297618,7227.FBpp0300324,7227.FBpp0302542,7227.FBpp0304548,7227.FBpp0304586","ATPase activity, coupled to transmembrane movement of substances",ENSG00000154265,"ENSMUSG00000015243,ENSMUSG00000024130,ENSMUSG00000018800","FBgn0036747,FBgn0051213,FBgn0083956,FBgn0028539,FBgn0031171,FBgn0031170,FBgn0261998,FBgn0263747,FBgn0034493,FBgn0031169",ABCA5,"Abca1,Abca3,Abca5","CG6052,CG31213,CG34120,Eato,CG1801,ABCA,CG42816,CG43672,CG8908,CG1494"
3BBB9,9606.ENSP00000296343,10090.ENSMUSP00000087114,7227.FBpp0304117,negative regulation of autophagosome maturation,ENSG00000145016,ENSMUSG00000035629,FBgn0030055,RUBCN,Rubcn,CG12772
3BBBA,9606.ENSP00000303830,10090.ENSMUSP00000005671,"7227.FBpp0080716,7227.FBpp0082463,7227.FBpp0288669",insulin receptor substrate binding,ENSG00000171105,ENSMUSG00000005533,"FBgn0032752,FBgn0038279,FBgn0283499",INSR,Igf1r,"CG10702,Sdr,InR"
3BBBI,9606.ENSP00000351155,10090.ENSMUSP00000021466,7227.FBpp0084036,atlastin GTPase,ENSG00000198513,ENSMUSG00000021066,FBgn0039213,ATL1,Atl1,atl
3BBBJ,9606.ENSP00000386277,10090.ENSMUSP00000132688,7227.FBpp0112547,regulation of cyclin-dependent protein serine/threonine kinase activity,ENSG00000115649,ENSMUSG00000033159,FBgn0058191,CNPPD1,Cnppd1,CG40191
3BBC3,9606.ENSP00000313140,10090.ENSMUSP00000043049,7227.FBpp0081878,exodeoxyribonuclease I activity,ENSG00000081177,ENSMUSG00000032705,FBgn0037901,EXD2,Exd2,Exd2
3BBCW,9606.ENSP00000376583,10090.ENSMUSP00000026558,7227.FBpp0071252,cell-cell adhesion involved in gastrulation,ENSG00000111785,ENSMUSG00000025485,FBgn0028292,RIC8B,Ric8a,ric8a
3BBD1,9606.ENSP00000479964,10090.ENSMUSP00000110179,7227.FBpp0083082,"Solute carrier family 4 (anion exchanger), member 1, adaptor protein",ENSG00000163798,ENSMUSG00000029141,FBgn0038640,SLC4A1AP,Slc4a1ap,CG7706
3BBD9,9606.ENSP00000281821,10090.ENSMUSP00000029964,7227.FBpp0088153,ephrin receptor activity,ENSG00000116106,ENSMUSG00000028289,FBgn0025936,EPHA4,Epha7,Eph
3BBDS,9606.ENSP00000346112,"10090.ENSMUSP00000028549,10090.ENSMUSP00000096690",7227.FBpp0072046,Solute carrier family 12,ENSG00000140199,"ENSMUSG00000027130,ENSMUSG00000017740",FBgn0261794,SLC12A6,"Slc12a6,Slc12a5",kcc
3BBE2,9606.ENSP00000357869,10090.ENSMUSP00000072134,7227.FBpp0072416,1-phosphatidylinositol 4-kinase activity,ENSG00000143393,ENSMUSG00000038861,FBgn0004373,PI4KB,Pi4kb,fwd
3BBEG,9606.ENSP00000452948,10090.ENSMUSP00000095949,"7227.FBpp0081509,7227.FBpp0082633","mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity",ENSG00000196547,ENSMUSG00000038886,"FBgn0011740,FBgn0026616",MAN2A2,Man2a2,"alpha-Man-IIa,alpha-Man-IIb"
3BBFE,9606.ENSP00000325863,10090.ENSMUSP00000034405,7227.FBpp0300931,manganese ion binding,ENSG00000020922,ENSMUSG00000031928,FBgn0020270,MRE11,Mre11a,mre11
3BBG8,9606.ENSP00000438115,10090.ENSMUSP00000108058,7227.FBpp0087821,cop9 signalosome complex subunit,ENSG00000111652,ENSMUSG00000030127,FBgn0028836,COPS7A,Cops7a,CSN7
3BBGH,9606.ENSP00000443204,10090.ENSMUSP00000107388,7227.FBpp0271831,C2 domain-containing protein,ENSG00000111731,ENSMUSG00000030279,FBgn0039187,C2CD5,C2cd5,CG6454
3BBGS,9606.ENSP00000346635,10090.ENSMUSP00000071864,7227.FBpp0073073,protein folding in endoplasmic reticulum,ENSG00000086619,ENSMUSG00000057069,FBgn0261274,ERO1B,Ero1lb,Ero1L
3BBHE,9606.ENSP00000040738,10090.ENSMUSP00000058618,7227.FBpp0084622,biorientation of chromosomes in cell division,ENSG00000038219,ENSMUSG00000061755,FBgn0039560,BOD1L1,Bod1l,BOD1
3BBHI,9606.ENSP00000323880,10090.ENSMUSP00000038351,7227.FBpp0088237,Forkhead box,ENSG00000129654,ENSMUSG00000034227,FBgn0052006,FOXJ1,Foxj1,CG32006
3BBIX,9606.ENSP00000290155,10090.ENSMUSP00000023694,7227.FBpp0073074,regulation of cilium movement,ENSG00000159079,ENSMUSG00000022972,FBgn0040696,CFAP298,Cfap298,CG18675
3BBJ1,9606.ENSP00000262741,10090.ENSMUSP00000030464,7227.FBpp0303635,regulatory subunit,ENSG00000117461,ENSMUSG00000028698,FBgn0020622,PIK3R3,Pik3r3,Pi3K21B
3BBJ6,9606.ENSP00000368305,10090.ENSMUSP00000105769,"7227.FBpp0074812,7227.FBpp0074813,7227.FBpp0077226,7227.FBpp0082033",starch binding. It is involved in the biological process described with lipid metabolic process,ENSG00000125772,ENSMUSG00000027346,"FBgn0036837,FBgn0036836,FBgn0031566,FBgn0038008",GPCPD1,Gpcpd1,"CG18135,CG11619,CG2818,CG3942"
3BBJJ,9606.ENSP00000403042,10090.ENSMUSP00000066607,7227.FBpp0085459,regulation of nucleic acid-templated transcription,ENSG00000006576,ENSMUSG00000058388,FBgn0028579,PHTF2,Phtf1,phtf
3BBJT,9606.ENSP00000232978,"10090.ENSMUSP00000035112,10090.ENSMUSP00000045945",7227.FBpp0084655,peptidyl-prolyl cis-trans isomerase activity,ENSG00000114857,"ENSMUSG00000032525,ENSMUSG00000042133",FBgn0039581,NKTR,"Nktr,Ppig",Moca-cyp
3BBK0,9606.ENSP00000423276,10090.ENSMUSP00000018383,7227.FBpp0291705,Zinc finger CCHC,ENSG00000155329,ENSMUSG00000018239,FBgn0038389,ZCCHC10,Zcchc10,CG5516
3BBKC,9606.ENSP00000377721,10090.ENSMUSP00000032768,7227.FBpp0082035,radial pattern formation,ENSG00000185551,ENSMUSG00000030551,FBgn0003651,NR2F2,Nr2f2,svp
3BBKQ,9606.ENSP00000350686,10090.ENSMUSP00000031474,7227.FBpp0290627,mitotic nuclear envelope reassembly,ENSG00000176915,ENSMUSG00000029501,FBgn0028343,ANKLE2,Ankle2,Ankle2
3BBKV,9606.ENSP00000310978,10090.ENSMUSP00000132190,7227.FBpp0075543,ethanolamine-phosphate phospho-lyase activity,ENSG00000175309,ENSMUSG00000020359,FBgn0036381,PHYKPL,Phykpl,CG8745
3BBM4,9606.ENSP00000372394,10090.ENSMUSP00000019439,7227.FBpp0078559,ubiquitin-like protein ligase activity,ENSG00000168936,ENSMUSG00000019295,FBgn0037241,TMEM129,Tmem129,CG14646
3BBMN,9606.ENSP00000281722,10090.ENSMUSP00000045511,7227.FBpp0083366,heterogeneous nuclear ribonucleoprotein,ENSG00000151962,ENSMUSG00000033882,FBgn0038826,RBM46,Rbm46,Syp
3BBMP,9606.ENSP00000279146,10090.ENSMUSP00000036279,7227.FBpp0073411,farnesylated protein binding,ENSG00000110711,ENSMUSG00000040554,FBgn0030345,AIP,Aipl1,CG1847
3BBNC,9606.ENSP00000269571,10090.ENSMUSP00000020329,7227.FBpp0071571,receptor,ENSG00000141736,ENSMUSG00000020122,FBgn0003731,ERBB2,Egfr,Egfr
3BBND,9606.ENSP00000324510,"10090.ENSMUSP00000102058,10090.ENSMUSP00000138188","7227.FBpp0292144,7227.FBpp0305560",regulation of dense core granule exocytosis,ENSG00000007516,"ENSMUSG00000057948,ENSMUSG00000047507","FBgn0266719,FBgn0035756",BAIAP3,"Unc13d,Baiap3","stac,unc-13-4A"
3BBPA,9606.ENSP00000376258,10090.ENSMUSP00000031434,7227.FBpp0086919,negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis,ENSG00000170633,ENSMUSG00000029474,FBgn0033783,RNF34,Rnf34,CG17019
3BBPR,"9606.ENSP00000226207,9606.ENSP00000384330",10090.ENSMUSP00000099867,"7227.FBpp0072306,7227.FBpp0080452",Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family,"ENSG00000109061,ENSG00000133020",ENSMUSG00000053093,"FBgn0265434,FBgn0264695","MYH1,MYH8",Myh7,"zip,Mhc"
3BBPV,9606.ENSP00000417864,10090.ENSMUSP00000099990,7227.FBpp0289639,"Acidic (leucine-rich) nuclear phosphoprotein 32 family, member",ENSG00000140350,ENSMUSG00000028333,FBgn0034282,ANP32A,Anp32b,Mapmodulin
3BBPY,9606.ENSP00000417569,10090.ENSMUSP00000033289,7227.FBpp0073955,stromal interaction molecule,ENSG00000109689,ENSMUSG00000030987,FBgn0045073,STIM2,Stim1,Stim
3BBQ5,9606.ENSP00000424544,10090.ENSMUSP00000126080,7227.FBpp0079233,protein N-linked glycosylation via asparagine,ENSG00000104723,ENSMUSG00000039530,FBgn0032015,TUSC3,Tusc3,Ostgamma
3BBR0,"9606.ENSP00000385751,9606.ENSP00000483424","10090.ENSMUSP00000027929,10090.ENSMUSP00000131684",7227.FBpp0290718,Map microtubule affinity-regulating kinase,"ENSG00000072518,ENSG00000116141","ENSMUSG00000026620,ENSMUSG00000024969",FBgn0260934,"MARK2,MARK1","Mark1,Mark2",par-1
3BBR8,"9606.ENSP00000263574,9606.ENSP00000284981",10090.ENSMUSP00000072428,7227.FBpp0298292,Amyloid beta (A4),"ENSG00000084234,ENSG00000142192",ENSMUSG00000031996,FBgn0000108,"APLP2,APP",Aplp2,Appl
3BBRW,9606.ENSP00000338728,"10090.ENSMUSP00000048978,10090.ENSMUSP00000082177",7227.FBpp0072899,positive regulation of protein localization to cilium,ENSG00000115355,"ENSMUSG00000032740,ENSMUSG00000021182",FBgn0283724,CCDC88A,"Ccdc88a,Ccdc88c",Girdin
3BBS4,9606.ENSP00000432786,10090.ENSMUSP00000038229,7227.FBpp0289915,initiation of neural tube closure,ENSG00000173120,ENSMUSG00000029475,FBgn0037659,KDM2A,Kdm2b,Kdm2
3BBT5,9606.ENSP00000274289,10090.ENSMUSP00000033154,7227.FBpp0074608,protein serine/threonine kinase activity,ENSG00000145632,ENSMUSG00000030867,FBgn0003124,PLK2,Plk1,polo
3BBTA,9606.ENSP00000349305,10090.ENSMUSP00000081880,7227.FBpp0071945,Golgi to plasma membrane protein transport,ENSG00000144674,ENSMUSG00000038708,FBgn0034854,GOLGA4,Golga4,Golgin245
3BBTB,9606.ENSP00000296785,10090.ENSMUSP00000022164,7227.FBpp0079487,low-density lipoprotein particle receptor binding,ENSG00000164331,ENSMUSG00000021661,FBgn0032171,ANKRA2,Ankra2,CG5846
3BBTH,9606.ENSP00000400887,10090.ENSMUSP00000106256,7227.FBpp0288801,5-diphosphoinositol pentakisphosphate 3-kinase activity,ENSG00000168781,ENSMUSG00000033526,FBgn0027279,PPIP5K1,Ppip5k1,l(1)G0196
3BBUC,9606.ENSP00000261700,"10090.ENSMUSP00000022341,10090.ENSMUSP00000136672",7227.FBpp0082916,"tRNA splicing, via endonucleolytic cleavage and ligation",ENSG00000087302,"ENSMUSG00000021807,ENSMUSG00000074479",FBgn0051249,RTRAF,"Rtraf,Gm10704",CG31249
3BBUH,9606.ENSP00000360664,10090.ENSMUSP00000099803,"7227.FBpp0077736,7227.FBpp0086895",embryo development ending in birth or egg hatching,ENSG00000134717,ENSMUSG00000028568,"FBgn0031264,FBgn0000181",BTF3L4,Btf3l4,"CG11835,bic"
3BBVH,9606.ENSP00000262241,10090.ENSMUSP00000073004,7227.FBpp0292003,transcription corepressor activity,ENSG00000089902,ENSMUSG00000037395,FBgn0261573,RCOR1,Rcor3,CoRest
3BBVK,9606.ENSP00000265881,10090.ENSMUSP00000034524,7227.FBpp0083854,RNA exonuclease 2,ENSG00000076043,ENSMUSG00000032026,FBgn0039115,REXO2,Rexo2,CG10214
3BBWG,9606.ENSP00000291565,10090.ENSMUSP00000038540,7227.FBpp0111673,pyridoxal 5'-phosphate salvage,ENSG00000160209,ENSMUSG00000032788,FBgn0085484,PDXK,Pdxk,Pdxk
3BBWT,"9606.ENSP00000264433,9606.ENSP00000421985",10090.ENSMUSP00000049026,7227.FBpp0302831,folliculin interacting protein,"ENSG00000052795,ENSG00000217128",ENSMUSG00000035992,FBgn0036684,"FNIP2,FNIP1",Fnip1,CG3764
3BBY9,9606.ENSP00000401191,10090.ENSMUSP00000083146,7227.FBpp0302559,rRNA (guanine-N7)-methylation,ENSG00000071462,ENSMUSG00000005378,FBgn0037543,BUD23,Bud23,CG10903
3BBYS,9606.ENSP00000387361,10090.ENSMUSP00000066808,"7227.FBpp0080237,7227.FBpp0111762",strawberry notch homolog,ENSG00000139697,ENSMUSG00000038095,"FBgn0028887,FBgn0265630",SBNO1,Sbno1,"CG3491,sno"
3BBYW,9606.ENSP00000309430,10090.ENSMUSP00000044871,7227.FBpp0088455,attachment of GPI anchor to protein,ENSG00000087111,ENSMUSG00000041958,FBgn0265190,PIGS,Pigs,PIG-S
3BBZZ,9606.ENSP00000266025,10090.ENSMUSP00000010189,7227.FBpp0078897,"retrograde vesicle-mediated transport, Golgi to ER",ENSG00000126062,ENSMUSG00000010045,FBgn0031818,TMEM115,Tmem115,CG9536
3BC0N,9606.ENSP00000362592,10090.ENSMUSP00000099658,7227.FBpp0082511,histone-binding protein,ENSG00000162521,ENSMUSG00000057236,FBgn0263979,RBBP4,Rbbp4,Caf1-55
3BC0V,9606.ENSP00000352925,10090.ENSMUSP00000098035,7227.FBpp0085431,histone acetylation,ENSG00000196367,ENSMUSG00000045482,FBgn0053554,TRRAP,Trrap,Nipped-A
3BC10,9606.ENSP00000276692,10090.ENSMUSP00000105783,"7227.FBpp0083501,7227.FBpp0297568",DNA catabolic process,ENSG00000147687,ENSMUSG00000050891,"FBgn0038877,FBgn0033117",TATDN1,Tatdn1,"CG3308,CG3358"
3BC1I,9606.ENSP00000448323,10090.ENSMUSP00000011302,7227.FBpp0082893,obsolete TFIIIB-type transcription factor activity,ENSG00000185024,ENSMUSG00000011158,FBgn0038499,BRF1,Brf1,Brf
3BC20,9606.ENSP00000287078,10090.ENSMUSP00000020284,7227.FBpp0072282,regulation of fatty acid beta-oxidation,ENSG00000156521,ENSMUSG00000020087,FBgn0035065,TYSND1,Tysnd1,CG3589
3BC52,9606.ENSP00000378265,10090.ENSMUSP00000077644,"7227.FBpp0079002,7227.FBpp0301109",Mitochondrial sodium hydrogen exchanger,ENSG00000164038,ENSMUSG00000050150,"FBgn0031865,FBgn0263390",SLC9B2,Slc9b1,"Nha1,Nha2"
3BC56,9606.ENSP00000363205,10090.ENSMUSP00000029147,"7227.FBpp0079874,7227.FBpp0302821",cysteine desulfurase activity,ENSG00000244005,ENSMUSG00000027618,"FBgn0032393,FBgn0051864",NFS1,Nfs1,"Nfs1,Qtzl"
3BC5Z,9606.ENSP00000481038,10090.ENSMUSP00000032629,7227.FBpp0082541,positive regulation of neurotrophin TRK receptor signaling pathway,ENSG00000273749,ENSMUSG00000030447,FBgn0038320,CYFIP1,Cyfip1,Sra-1
3BC62,9606.ENSP00000365782,10090.ENSMUSP00000037596,7227.FBpp0082435,cilium organization,ENSG00000148019,ENSMUSG00000041491,FBgn0038248,CEP78,Cep78,CG7886
3BC67,9606.ENSP00000372191,"10090.ENSMUSP00000026559,10090.ENSMUSP00000072732",7227.FBpp0083290,NAD-dependent histone deacetylase activity (H4-K16 specific),ENSG00000142082,"ENSMUSG00000025486,ENSMUSG00000015149",FBgn0038788,SIRT3,"Sirt3,Sirt2",Sirt2
3BC6D,"9606.ENSP00000222271,9606.ENSP00000260356",10090.ENSMUSP00000003659,7227.FBpp0078941,heparin binding,"ENSG00000105664,ENSG00000137801",ENSMUSG00000031849,FBgn0031850,"COMP,THBS1",Comp,Tsp
3BC6S,9606.ENSP00000315791,10090.ENSMUSP00000028599,7227.FBpp0112455,mRNA processing,ENSG00000176102,ENSMUSG00000027176,FBgn0003559,CSTF3,Cstf3,su(f)
3BC6X,"9606.ENSP00000242592,9606.ENSP00000357873",10090.ENSMUSP00000015829,"7227.FBpp0074843,7227.FBpp0082092,7227.FBpp0083227","oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor","ENSG00000122971,ENSG00000196177",ENSMUSG00000030861,"FBgn0036824,FBgn0037999,FBgn0038742","ACADS,ACADSB",Acadsb,"CG3902,CG4860,Arc42"
3BC6Y,9606.ENSP00000367323,10090.ENSMUSP00000125058,7227.FBpp0300312,Voltage-gated potassium channel subunit,ENSG00000069424,ENSMUSG00000028931,FBgn0263220,KCNAB2,Kcnab2,Hk
3BC76,9606.ENSP00000436975,10090.ENSMUSP00000092498,7227.FBpp0085901,motile cilium assembly,ENSG00000167646,ENSMUSG00000055809,FBgn0034352,DNAAF3,Dnaaf3,CG17669
3BC7P,9606.ENSP00000390783,10090.ENSMUSP00000021335,7227.FBpp0089084,vesicle docking involved in exocytosis,ENSG00000092108,ENSMUSG00000020952,FBgn0264978,SCFD1,Scfd1,Slh
3BC86,9606.ENSP00000266970,10090.ENSMUSP00000026416,7227.FBpp0289675,positive regulation of DNA-dependent DNA replication initiation,ENSG00000123374,ENSMUSG00000025358,FBgn0004107,CDK2,Cdk2,Cdk2
3BC8E,9606.ENSP00000360488,10090.ENSMUSP00000070534,7227.FBpp0302874,Folate-sensitive fragile site protein Fra10Ac1,ENSG00000148690,ENSMUSG00000054237,FBgn0028932,FRA10AC1,Fra10ac1,CG16890
3BC8I,9606.ENSP00000377686,10090.ENSMUSP00000017354,7227.FBpp0076417,mediator of RNA polymerase II transcription subunit,ENSG00000008838,ENSMUSG00000017210,FBgn0035851,MED24,Med24,MED24
3BC8P,9606.ENSP00000326381,10090.ENSMUSP00000023599,7227.FBpp0297911,negative regulation of RNA-directed 5'-3' RNA polymerase activity,ENSG00000156976,ENSMUSG00000022884,FBgn0001942,EIF4A2,Eif4a2,eIF4A
3BC92,9606.ENSP00000438748,10090.ENSMUSP00000020801,7227.FBpp0079708,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",ENSG00000167447,ENSMUSG00000020495,FBgn0032296,SMG8,Smg8,CG6729
3BC9K,9606.ENSP00000331487,10090.ENSMUSP00000099306,7227.FBpp0084267,negative regulation of RIG-I signaling pathway,ENSG00000182446,ENSMUSG00000039703,FBgn0039348,NPLOC4,Nploc4,Npl4
3BCAJ,9606.ENSP00000296953,10090.ENSMUSP00000059102,7227.FBpp0110092,positive regulation of prolactin signaling pathway,ENSG00000164463,ENSMUSG00000048249,FBgn0039209,CREBRF,Crebrf,REPTOR
3BCAM,"9606.ENSP00000268793,9606.ENSP00000376807",10090.ENSMUSP00000034371,"7227.FBpp0111628,7227.FBpp0289628,7227.FBpp0292372",dipeptidase activity,"ENSG00000141096,ENSG00000015413",ENSMUSG00000031898,"FBgn0266100,FBgn0039420,FBgn0261804","DPEP3,DPEP1",Dpep3,"CG44837,CG6154,CG42750"
3BCB0,9606.ENSP00000224652,10090.ENSMUSP00000033139,7227.FBpp0085627,arginyltransferase activity,ENSG00000107669,ENSMUSG00000030850,FBgn0025720,ATE1,Ate1,Ate1
3BCB2,9606.ENSP00000374490,10090.ENSMUSP00000101915,7227.FBpp0271744,"ATP-dependent microtubule motor activity, minus-end-directed",ENSG00000187775,ENSMUSG00000033987,FBgn0013812,DNAH17,Dnah17,Dhc93AB
3BCBH,9606.ENSP00000468424,10090.ENSMUSP00000021314,7227.FBpp0076451,N-terminal peptidyl-glycine N-myristoylation,ENSG00000136448,ENSMUSG00000020936,FBgn0020392,NMT1,Nmt1,Nmt
3BCBZ,9606.ENSP00000440288,"10090.ENSMUSP00000031354,10090.ENSMUSP00000110729","7227.FBpp0070078,7227.FBpp0073491","ATPase activity, coupled to transmembrane movement of substances",ENSG00000150967,"ENSMUSG00000029408,ENSMUSG00000028973","FBgn0023536,FBgn0030403",ABCB9,"Abcb9,Abcb8","CG3156,CG1824"
3BCC5,"9606.ENSP00000012443,9606.ENSP00000471730",10090.ENSMUSP00000003183,7227.FBpp0081606,phosphatase 5,"ENSG00000011485,ENSG00000230510",ENSMUSG00000003099,FBgn0005777,"PPP5C,PPP5D1",Ppp5c,PpD3
3BCCI,9606.ENSP00000292246,10090.ENSMUSP00000045214,"7227.FBpp0074146,7227.FBpp0080263",intracellular chloride channel activity,ENSG00000160746,ENSMUSG00000037949,"FBgn0000152,FBgn0028879",ANO10,Ano10,"Axs,CG15270"
3BCCM,9606.ENSP00000333142,10090.ENSMUSP00000132071,7227.FBpp0076092,lipid catabolic process,ENSG00000184381,ENSMUSG00000042632,FBgn0036053,PLA2G6,Pla2g6,iPLA2-VIA
